,Title,Author,Published,Link
1111,Adapting feedback types according to students’ affective states,"Grawemeyer, B.",17 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/adapting-feedback-types-according-to-students-affective-states
1112,Affect matters: Exploring the impact of feedback during mathematical tasks in an exploratory environment,"Grawemeyer, B.",17 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/affect-matters-exploring-the-impact-of-feedback-during-mathematic
1113,Can young people with autism spectrum disorder benefit from an open learner model?,"Grawemeyer, B.",17 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/can-young-people-with-autism-spectrum-disorder-benefit-from-an-op
1114,Deficits in metacognitive monitoring in mathematics assessments in learners with autism spectrum disorder,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/deficits-in-metacognitive-monitoring-in-mathematics-assessments-i
1115,"International workshop on affect, meta-affect, data and learning (AMADL 2015)","Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/international-workshop-on-affect-meta-affect-data-and-learning-am
1116,Light-bulb moment? Towards adaptive presentation of feedback based on students' affective state,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/light-bulb-moment-towards-adaptive-presentation-of-feedback-based
1117,Preface,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/preface-9
1118,Preface,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/preface-10
1119,Purpose and level of feedback in an exploratory learning environment for fractions,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/purpose-and-level-of-feedback-in-an-exploratory-learning-environm
1120,Robust student knowledge: Adapting to individual student needs as they explore the concepts and practice the procedures of fractions,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/robust-student-knowledge-adapting-to-individual-student-needs-as-
1121,"Talk, tutor, explore, learn: Intelligent tutoring and exploration for robust learning","Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/talk-tutor-explore-learn-intelligent-tutoring-and-exploration-for
1122,The impact of feedback on students' affective states,"Grawemeyer, B.",Jun 2015,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-feedback-on-students-affective-states
1123,The impact of feedback on students' affective states,"Grawemeyer, B.",Jun 2015,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-feedback-on-students-affective-states-2
1124,Employing speech to contribute to modelling and adapting to students' affective states,"Grawemeyer, B.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/employing-speech-to-contribute-to-modelling-and-adapting-to-stude
1125,Exploring the potential of speech recognition to support problem solving and reflection: Wizards go to school in the elementary maths classroom,"Grawemeyer, B.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/exploring-the-potential-of-speech-recognition-to-support-problem-
1126,"Interventions during student multimodal learning activities: Which, and why?","Grawemeyer, B.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/interventions-during-student-multimodal-learning-activities-which
1127,Developing an embodied pedagogical agent with and for young people with autism spectrum disorder,"Grawemeyer, B.",22 Jun 2012,https://pureportal.coventry.ac.uk/en/publications/developing-an-embodied-pedagogical-agent-with-and-for-young-peopl
1128,Developing IDEAS: Supporting children with Autism within a participatory design team,"Grawemeyer, B.",24 May 2012,https://pureportal.coventry.ac.uk/en/publications/developing-ideas-supporting-children-with-autism-within-a-partici
1129,Rational security: Modelling everyday password use,"Grawemeyer, B.",1 Jun 2012,https://pureportal.coventry.ac.uk/en/publications/rational-security-modelling-everyday-password-use
1130,IDEAS: An interface design experience for the autistic spectrum,"Grawemeyer, B.",8 Jun 2011,https://pureportal.coventry.ac.uk/en/publications/ideas-an-interface-design-experience-for-the-autistic-spectrum
1131,Using and managing multiple passwords: A week to a view,"Grawemeyer, B.",1 May 2011,https://pureportal.coventry.ac.uk/en/publications/using-and-managing-multiple-passwords-a-week-to-a-view
1132,The effects of users' background diagram knowledge and task characteristics upon information display selection,"Grawemeyer, B.",1 Dec 2008,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-users-background-diagram-knowledge-and-task-charac
1133,Evaluation of ERST - An external representation selection tutor,"Grawemeyer, B.",1 Jan 2006,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-erst-an-external-representation-selection-tutor
1134,A bayesian approach to modelling users' information display preferences,"Grawemeyer, B.",1 Jan 2005,https://pureportal.coventry.ac.uk/en/publications/a-bayesian-approach-to-modelling-users-information-display-prefer
1135,Graphical data displays and database queries: Helping users select the right display for the task,"Grawemeyer, B.",1 Jan 2005,https://pureportal.coventry.ac.uk/en/publications/graphical-data-displays-and-database-queries-helping-users-select
1136,The effect of knowledge-of-external-representations upon performance and representational choice in a database query task,"Grawemeyer, B.",1 Jan 2004,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-knowledge-of-external-representations-upon-performa
1137,AUDIX: A Knowledge-based System for speech-therapeutic auditory discrimination exercises,"Grawemeyer, B.",1 Jan 2000,https://pureportal.coventry.ac.uk/en/publications/audix-a-knowledge-based-system-for-speech-therapeutic-auditory-di
1138,Knowledge-based document analysis,"Grawemeyer, B.",Aug 1997,https://pureportal.coventry.ac.uk/en/publications/knowledge-based-document-analysis
1139,Non-Newtonian channel flow—exact solutions,"Griffiths, P.",26 Apr 2020,https://pureportal.coventry.ac.uk/en/publications/non-newtonian-channel-flowexact-solutions
1140,On the stability of a heated rotating-disk boundary layer in a temperature-dependent viscosity fluid,"Griffiths, P.",Feb 2020,https://pureportal.coventry.ac.uk/en/publications/on-the-stability-of-a-heated-rotating-disk-boundary-layer-in-a-te
1141,The instability of non-Newtonian boundary-layer flows over rough rotating disks,"Griffiths, P.",Nov 2019,https://pureportal.coventry.ac.uk/en/publications/the-instability-of-non-newtonian-boundary-layer-flows-over-rough-
1142,On the stability of the Blasius boundary layer over a heated plate in a temperature-dependent viscosity flow,"Griffiths, P.",9 Nov 2018,https://pureportal.coventry.ac.uk/en/publications/on-the-stability-of-the-blasius-boundary-layer-over-a-heated-plat
1143,Quantifying non-Newtonian effects in rotating boundary-layer flows,"Griffiths, P. T.",1 Jan 2017,https://pureportal.coventry.ac.uk/en/publications/quantifying-non-newtonian-effects-in-rotating-boundary-layer-flow
1144,Stability of the shear-thinning boundary-layer flow over a flat inclined plate,"Griffiths, P.",6 Sep 2017,https://pureportal.coventry.ac.uk/en/publications/stability-of-the-shear-thinning-boundary-layer-flow-over-a-flat-i
1145,On the stability of the BEK family of rotating boundary-layer flows for power-law fluids,"Griffiths, P. T.",1 Oct 2016,https://pureportal.coventry.ac.uk/en/publications/on-the-stability-of-the-bek-family-of-rotating-boundary-layer-flo
1146,The centrifugal instability of the boundary-layer flow over a slender rotating cone in an enforced axial free stream,"Griffiths, P. T.",10 Feb 2016,https://pureportal.coventry.ac.uk/en/publications/the-centrifugal-instability-of-the-boundary-layer-flow-over-a-sle
1147,The effect of non-Newtonian viscosity on the stability of the Blasius boundary layer,"Griffiths, P. T.",Jul 2016,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-non-newtonian-viscosity-on-the-stability-of-the-bla
1148,Viscous modes within the compressible boundary-layer flow due to a broad rotating cone,"Griffiths, P. T.",1 Oct 2016,https://pureportal.coventry.ac.uk/en/publications/viscous-modes-within-the-compressible-boundary-layer-flow-due-to-
1149,Flow of a generalised Newtonian fluid due to a rotating disk,"Griffiths, P. T.",1 Jul 2015,https://pureportal.coventry.ac.uk/en/publications/flow-of-a-generalised-newtonian-fluid-due-to-a-rotating-disk
1150,Stability of the boundary layer on a rotating disk for power-law fluids,"Griffiths, P. T.",May 2014,https://pureportal.coventry.ac.uk/en/publications/stability-of-the-boundary-layer-on-a-rotating-disk-for-power-law-
1151,The neutral curve for stationary disturbances in rotating disk flow for power-law fluids,"Griffiths, P. T.",1 Nov 2014,https://pureportal.coventry.ac.uk/en/publications/the-neutral-curve-for-stationary-disturbances-in-rotating-disk-fl
1152,Touch and Play? Investigating The Value of Touchscreens for Gamer Experience,"Halloran, J.",Dec 2019,https://pureportal.coventry.ac.uk/en/publications/touch-and-play-investigating-the-value-of-touchscreens-for-gamer-
1153,Design implications for task-specific search utilities for retrieval and re-engineering of code,"Iqbal, R.",2017,https://pureportal.coventry.ac.uk/en/publications/design-implications-for-task-specific-search-utilities-for-retrie-2
1154,The Human Element: Social Leveraging of User Engagement with Assisted Living Technology,"Halloran, J.",May 2017,https://pureportal.coventry.ac.uk/en/publications/the-human-element-social-leveraging-of-user-engagement-with-assis
1155,Cool to Warm Up? Understanding Student Energy Behaviour In Indonesian University Buildings.,"Halloran, J.",2015,https://pureportal.coventry.ac.uk/en/publications/cool-to-warm-up-understanding-student-energy-behaviour-in-indones-2
1156,Diagnosis of heart disease by using a radial basis function network classification technique on patients' medical records,"Halloran, J.",2014,https://pureportal.coventry.ac.uk/en/publications/diagnosis-of-heart-disease-by-using-a-radial-basis-function-netwo-2
1157,Supporting information exchange among software developers through the development of Collaborative Information Retrieval utilities,"Iqbal, R.",19 Sep 2013,https://pureportal.coventry.ac.uk/en/publications/supporting-information-exchange-among-software-developers-through
1158,Distributed information extraction from large-scale wireless sensor networks,"Gaura, E.",May 2012,https://pureportal.coventry.ac.uk/en/publications/distributed-information-extraction-from-large-scale-wireless-sens-2
1159,In at the deep end: an activity-led introduction to first year creative computing,"Halloran, J.",Sep 2012,https://pureportal.coventry.ac.uk/en/publications/in-at-the-deep-end-an-activity-led-introduction-to-first-year-cre-2
1160,Investigating the value of retention actions as a source of relevance information in the software development environment,"Iqbal, R.",2012,https://pureportal.coventry.ac.uk/en/publications/investigating-the-value-of-retention-actions-as-a-source-of-relev
1161,Sustainable future? Building and life-style assessment,"Gaura, E. I.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/sustainable-future-building-and-life-style-assessment
1162,Ethnographically informed agent based computational model for collaborative systems,"Iqbal, R.",22 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/ethnographically-informed-agent-based-computational-model-for-col
1163,Design challenges and solutions: review of the 4th international workshop on ubiquitous computing (iUBICOM 2009),"Halloran, J.",2009,https://pureportal.coventry.ac.uk/en/publications/design-challenges-and-solutions-review-of-the-4th-international-w-2
1164,"It's talk, but not as we know it: using VoIP to communicate in war games","Halloran, J.",2009,https://pureportal.coventry.ac.uk/en/publications/its-talk-but-not-as-we-know-it-using-voip-to-communicate-in-war-g-2
1165,The value of values: resourcing co-design of ubiquitous computing,"Halloran, J.",2009,https://pureportal.coventry.ac.uk/en/publications/the-value-of-values-resourcing-co-design-of-ubiquitous-computing-2
